                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    137,                 1.3136,                 1.4545,                 1.6225,                0.44622,                0.63523,                0.59503,                0.40911,                 1.3543,                  1.479,                  1.845,             0.00078766,             0.00078766,             0.00078766
                    138,                 1.3005,                 1.4655,                 1.6005,                0.40912,                0.62759,                0.55276,                0.34285,                 1.2974,                 1.5658,                 1.7878,             0.00078295,             0.00078295,             0.00078295
                    139,                 1.3475,                  1.455,                 1.6347,                0.55485,                0.75077,                0.69441,                0.42432,                  1.528,                 1.2515,                 2.0405,             0.00077823,             0.00077823,             0.00077823
                    140,                 1.2935,                  1.453,                 1.6179,                0.72681,                0.36662,                0.45488,                0.27996,                 1.7536,                 2.2418,                 2.2916,             0.00077352,             0.00077352,             0.00077352
                    141,                 1.3942,                 1.5339,                 1.7166,                0.49796,                0.71409,                0.68144,                0.46974,                 1.3146,                 1.1971,                 1.8491,              0.0007688,              0.0007688,              0.0007688
                    142,                 1.2869,                 1.4171,                 1.5934,                 0.5653,                0.64154,                0.66177,                 0.4012,                 1.6398,                 1.2815,                 2.0608,             0.00076409,             0.00076409,             0.00076409
                    143,                 1.3153,                 1.4277,                 1.5951,                0.55205,                0.70085,                0.66243,                0.40254,                 1.3876,                 1.3183,                 1.8448,             0.00075937,             0.00075937,             0.00075937
                    144,                 1.2931,                 1.4084,                 1.5847,                0.46592,                0.84805,                0.71891,                0.46857,                 1.4614,                 1.2418,                 1.9322,             0.00075465,             0.00075465,             0.00075465
                    145,                 1.2517,                 1.4123,                 1.5846,                0.38474,                0.64133,                0.52463,                0.32659,                 1.2481,                 1.2913,                 1.7847,             0.00074994,             0.00074994,             0.00074994
                    146,                 1.2335,                 1.3915,                 1.5574,                0.51626,                0.75023,                0.69475,                0.44859,                 1.2455,                  1.186,                 1.7627,             0.00074522,             0.00074522,             0.00074522
                    147,                 1.2341,                  1.404,                 1.5787,                0.52913,                 0.6274,                0.62287,                 0.4036,                 1.3483,                 1.1991,                 1.7825,             0.00074051,             0.00074051,             0.00074051
                    148,                 1.3235,                 1.4525,                 1.6042,                0.37837,                0.60531,                 0.4895,                0.30576,                 1.2346,                 1.3236,                 1.7269,             0.00073579,             0.00073579,             0.00073579
                    149,                 1.2458,                 1.3981,                 1.5611,                0.44899,                0.68895,                0.59601,                0.37787,                 1.5264,                 1.4605,                 1.9712,             0.00073108,             0.00073108,             0.00073108
                    150,                 1.1943,                 1.4218,                 1.5371,                0.52587,                0.67094,                0.67505,                0.45625,                 1.3929,                 1.2709,                   1.84,             0.00072636,             0.00072636,             0.00072636
                    151,                 1.2026,                 1.3579,                 1.5436,                0.50546,                0.73879,                0.66471,                0.43588,                 1.4695,                 1.4067,                 1.8935,             0.00072164,             0.00072164,             0.00072164
                    152,                 1.2333,                  1.413,                 1.5467,                 0.4824,                0.72005,                0.58824,                0.40568,                 1.5275,                 1.4155,                 1.9818,             0.00071693,             0.00071693,             0.00071693
                    153,                 1.2035,                 1.3642,                 1.5531,                 0.4322,                0.53595,                 0.4813,                0.33326,                 1.3883,                 1.3154,                  1.922,             0.00071221,             0.00071221,             0.00071221
                    154,                 1.2706,                  1.349,                 1.5564,                0.49713,                0.63035,                0.57957,                0.30351,                 1.7044,                 1.4583,                 2.1527,              0.0007075,              0.0007075,              0.0007075
                    155,                 1.2452,                 1.3843,                 1.5407,                0.51139,                0.76206,                0.64571,                0.38608,                 1.3018,                 1.2624,                 1.8574,             0.00070278,             0.00070278,             0.00070278
                    156,                 1.2219,                 1.3908,                 1.5643,                0.49148,                0.82143,                0.64212,                0.40759,                 1.3141,                 1.2538,                 1.8588,             0.00069807,             0.00069807,             0.00069807
                    157,                  1.192,                 1.3208,                 1.5036,                0.41363,                0.76312,                0.55451,                 0.3287,                 1.3145,                 1.3972,                 1.8275,             0.00069335,             0.00069335,             0.00069335
                    158,                 1.2446,                 1.3439,                 1.5567,                 0.4662,                 0.5754,                0.56125,                0.36281,                 1.2371,                    1.6,                 1.7518,             0.00068864,             0.00068864,             0.00068864
                    159,                 1.1751,                 1.2915,                 1.5068,                0.64347,                0.53193,                0.64617,                0.44939,                 1.2043,                  1.177,                 1.7346,             0.00068392,             0.00068392,             0.00068392
                    160,                 1.1628,                 1.2759,                  1.502,                0.48009,                0.65951,                0.68695,                0.43357,                 1.3583,                 1.2124,                 1.8544,              0.0006792,              0.0006792,              0.0006792
                    161,                 1.2261,                  1.299,                 1.5519,                0.44258,                0.66668,                0.51599,                0.30587,                  1.393,                 1.4842,                 1.8419,             0.00067449,             0.00067449,             0.00067449
                    162,                 1.2098,                 1.3289,                 1.5607,                0.45873,                0.63553,                0.60368,                0.41043,                  1.217,                 1.1949,                 1.7344,             0.00066977,             0.00066977,             0.00066977
                    163,                 1.2005,                 1.2899,                 1.5268,                 0.5313,                0.59553,                0.58537,                0.39813,                 1.2359,                 1.2139,                 1.7682,             0.00066506,             0.00066506,             0.00066506
                    164,                 1.1326,                 1.2836,                 1.4632,                0.56176,                0.68117,                0.68865,                0.48479,                 1.2578,                 1.0903,                 1.7354,             0.00066034,             0.00066034,             0.00066034
                    165,                 1.1977,                 1.2863,                 1.5247,                0.56451,                0.66919,                0.67616,                0.47421,                 1.3627,                 1.3717,                 1.8122,             0.00065563,             0.00065563,             0.00065563
                    166,                 1.1446,                 1.2574,                 1.4959,                0.58348,                0.69244,                0.67261,                0.42924,                 1.4009,                 1.4496,                 1.8957,             0.00065091,             0.00065091,             0.00065091
                    167,                 1.1884,                 1.3092,                 1.5013,                0.47676,                0.77411,                0.70343,                0.41758,                 1.3409,                  1.197,                 1.8304,             0.00064619,             0.00064619,             0.00064619
                    168,                 1.1471,                 1.2558,                 1.4486,                0.49214,                 0.7254,                0.58024,                0.40419,                 1.1144,                 1.2528,                 1.6215,             0.00064148,             0.00064148,             0.00064148
                    169,                 1.1119,                 1.1746,                 1.4592,                0.61201,                0.62395,                0.68195,                0.45089,                 1.0824,                  1.422,                 1.6363,             0.00063676,             0.00063676,             0.00063676
                    170,                 1.1791,                 1.2482,                 1.5172,                 0.4975,                0.65689,                0.66649,                0.43277,                 1.2399,                 1.2453,                 1.7594,             0.00063205,             0.00063205,             0.00063205
                    171,                  1.199,                  1.276,                 1.5162,                0.38684,                0.64927,                0.50354,                0.29037,                 1.3092,                 1.7341,                  1.851,             0.00062733,             0.00062733,             0.00062733
                    172,                 1.1742,                 1.2705,                 1.5148,                0.77845,                0.61337,                  0.721,                0.47354,                  1.337,                 1.1507,                 1.8296,             0.00062262,             0.00062262,             0.00062262
                    173,                 1.1138,                 1.2467,                 1.4603,                0.73128,                0.63573,                0.72985,                0.42781,                 1.1746,                 1.0383,                 1.6573,              0.0006179,              0.0006179,              0.0006179
                    174,                 1.1478,                 1.2173,                 1.4741,                0.45726,                0.79762,                0.58213,                0.38124,                  1.459,                 1.2323,                 1.8415,             0.00061318,             0.00061318,             0.00061318
                    175,                 1.1547,                 1.2515,                 1.5134,                0.50269,                0.70984,                0.65909,                0.46203,                 1.1601,                 1.1346,                 1.6409,             0.00060847,             0.00060847,             0.00060847
                    176,                  1.164,                 1.2755,                 1.5184,                0.49028,                0.81696,                0.74896,                0.49206,                 1.1396,                   1.07,                 1.6137,             0.00060375,             0.00060375,             0.00060375
                    177,                 1.1079,                 1.2151,                  1.447,                0.54943,                0.56927,                0.61114,                0.35623,                 1.4693,                 1.3361,                 1.9493,             0.00059904,             0.00059904,             0.00059904
                    178,                 1.1158,                 1.1929,                 1.4577,                0.53771,                0.67094,                0.70202,                0.42469,                 1.1896,                 1.0908,                 1.7466,             0.00059432,             0.00059432,             0.00059432
                    179,                 1.1688,                 1.2007,                 1.4976,                0.74234,                0.65078,                0.80385,                0.49964,                 1.2158,                  1.163,                 1.6849,             0.00058961,             0.00058961,             0.00058961
                    180,                 1.1294,                 1.2337,                   1.48,                0.50284,                0.81777,                0.67045,                0.42122,                 1.2368,                 1.4042,                 1.7128,             0.00058489,             0.00058489,             0.00058489
                    181,                 1.1291,                 1.2462,                 1.4863,                0.53927,                0.75627,                0.74109,                0.45163,                 1.1946,                 1.0632,                 1.6576,             0.00058017,             0.00058017,             0.00058017
                    182,                 1.1697,                  1.222,                 1.5015,                0.41794,                0.67225,                0.66485,                0.41779,                  1.268,                 1.2731,                 1.8182,             0.00057546,             0.00057546,             0.00057546
                    183,                 1.1955,                 1.2823,                 1.5121,                0.68552,                0.62149,                0.74401,                0.52134,                 1.1805,                 1.0995,                 1.7617,             0.00057074,             0.00057074,             0.00057074
                    184,                 1.0573,                 1.1878,                 1.4113,                0.65074,                0.67811,                0.73726,                0.46616,                 1.2253,                  1.321,                 1.7009,             0.00056603,             0.00056603,             0.00056603
                    185,                 1.0674,                 1.1592,                 1.4238,                0.61467,                0.55855,                 0.5953,                 0.4072,                 1.1961,                 1.1494,                 1.6998,             0.00056131,             0.00056131,             0.00056131
                    186,                 1.0733,                 1.1456,                 1.4333,                0.55137,                0.71429,                0.61729,                0.42794,                 1.2151,                 1.2091,                 1.7334,              0.0005566,              0.0005566,              0.0005566
                    187,                 1.0689,                 1.1354,                 1.4453,                0.60758,                0.71772,                 0.7241,                0.50462,                 1.1355,                 1.1241,                    1.7,             0.00055188,             0.00055188,             0.00055188
                    188,                 1.0694,                 1.1621,                 1.4487,                0.50307,                0.85121,                0.68904,                  0.452,                 1.1894,                 1.1016,                 1.6803,             0.00054716,             0.00054716,             0.00054716
                    189,                 1.0914,                 1.1639,                 1.4397,                0.58478,                0.79691,                0.81353,                 0.5181,                 1.3263,                 1.1184,                 1.8801,             0.00054245,             0.00054245,             0.00054245
                    190,                  1.085,                 1.1146,                 1.4366,                0.59202,                0.82694,                0.74498,                0.49667,                 1.2492,                 1.1272,                 1.7363,             0.00053773,             0.00053773,             0.00053773
                    191,                 1.0896,                 1.1481,                 1.4256,                0.61784,                0.77571,                0.77017,                0.49374,                 1.2366,                 1.2133,                 1.6825,             0.00053302,             0.00053302,             0.00053302
                    192,                 1.0481,                 1.1231,                 1.4165,                0.60831,                0.70719,                0.71555,                0.48593,                 1.0797,                 1.0863,                 1.5839,              0.0005283,              0.0005283,              0.0005283
                    193,                 1.0504,                 1.1344,                 1.4103,                0.63183,                0.66216,                0.72367,                0.52653,                 1.1253,                 1.1526,                 1.6077,             0.00052359,             0.00052359,             0.00052359
                    194,                   1.07,                 1.0916,                 1.4345,                0.70482,                0.70635,                0.75753,                0.49262,                 1.2012,                 1.1612,                 1.6504,             0.00051887,             0.00051887,             0.00051887
                    195,                0.98773,                 1.0431,                  1.359,                0.50146,                0.76343,                0.71358,                0.47295,                  1.066,                 1.0645,                  1.631,             0.00051415,             0.00051415,             0.00051415
                    196,                 1.0751,                 1.1539,                 1.4311,                0.56992,                0.81507,                0.73338,                0.48739,                  1.079,                 1.1306,                 1.5737,             0.00050944,             0.00050944,             0.00050944
                    197,                 1.0757,                 1.1313,                 1.4477,                0.55631,                0.69658,                 0.7011,                0.47753,                 1.2456,                 1.3508,                 1.6862,             0.00050472,             0.00050472,             0.00050472
                    198,                 1.0515,                 1.1053,                 1.4195,                 0.4528,                0.68895,                0.62059,                0.42809,                 1.1813,                 1.5415,                 1.6863,             0.00050001,             0.00050001,             0.00050001
                    199,                 1.0732,                 1.1482,                 1.4376,                0.72808,                0.78713,                 0.8241,                0.53699,                 1.2143,                0.96331,                 1.7071,             0.00049529,             0.00049529,             0.00049529
                    200,                 1.0433,                 1.1527,                 1.4056,                0.58762,                0.69191,                0.67964,                0.44358,                 1.1657,                 1.2301,                 1.6789,             0.00049058,             0.00049058,             0.00049058
                    201,                  1.008,                 1.0963,                 1.3881,                0.64817,                0.77411,                0.74739,                0.50475,                 1.0936,                 1.0835,                 1.6176,             0.00048586,             0.00048586,             0.00048586
                    202,                 1.0473,                 1.0617,                 1.3904,                 0.6564,                0.71831,                 0.7272,                0.50319,                 1.1202,                 1.1673,                 1.6024,             0.00048114,             0.00048114,             0.00048114
                    203,                 1.0353,                 1.1251,                 1.4049,                0.70121,                0.72436,                 0.8362,                0.55365,                  1.116,                 1.0396,                 1.5849,             0.00047643,             0.00047643,             0.00047643
                    204,                 1.0424,                 1.0929,                 1.4162,                0.61027,                0.67657,                0.69046,                0.48474,                 1.1649,                 1.1236,                 1.6691,             0.00047171,             0.00047171,             0.00047171
                    205,                 1.0408,                 1.1384,                 1.4054,                0.70267,                0.68458,                0.72552,                0.46808,                 1.3151,                  1.159,                  1.757,               0.000467,               0.000467,               0.000467
                    206,                 1.0491,                 1.0719,                 1.3887,                0.64664,                0.66317,                0.73563,                0.49742,                 1.4126,                 1.1246,                 1.9478,             0.00046228,             0.00046228,             0.00046228
                    207,                 1.0675,                 1.1389,                 1.4124,                0.53155,                0.68195,                 0.6293,                0.44423,                 1.2051,                 1.3116,                 1.6946,             0.00045757,             0.00045757,             0.00045757
                    208,                 1.0926,                 1.1115,                 1.4264,                0.55109,                0.83466,                0.69212,                0.44409,                 1.4615,                 1.3005,                 1.9426,             0.00045285,             0.00045285,             0.00045285
                    209,                0.99531,                 1.0539,                 1.3828,                 0.7671,                0.69985,                 0.8124,                0.50714,                  1.142,                 1.0362,                 1.6215,             0.00044813,             0.00044813,             0.00044813
                    210,                 1.0231,                 1.0813,                 1.3975,                0.65443,                 0.7258,                0.76809,                0.54459,                 1.1526,                0.96789,                 1.6445,             0.00044342,             0.00044342,             0.00044342
                    211,                 1.0323,                 1.0887,                 1.3962,                0.60568,                0.72213,                0.73484,                0.48307,                 1.1452,                0.94144,                 1.6211,              0.0004387,              0.0004387,              0.0004387
                    212,                 1.0308,                 1.0782,                 1.4137,                0.69444,                0.68579,                0.78567,                 0.5414,                 1.0963,                0.94689,                 1.6031,             0.00043399,             0.00043399,             0.00043399
                    213,                 1.0181,                 1.1077,                 1.4071,                0.71597,                0.63945,                0.78533,                0.56314,                 1.0012,                0.96423,                 1.5659,             0.00042927,             0.00042927,             0.00042927
                    214,                 1.0323,                 1.0756,                 1.4125,                0.63045,                0.66067,                0.72032,                0.49328,                0.95356,                 1.0539,                 1.5131,             0.00042456,             0.00042456,             0.00042456
                    215,                0.97918,                 1.0331,                 1.3855,                0.68607,                0.69078,                0.76025,                0.53129,                 1.0492,                  1.136,                 1.5767,             0.00041984,             0.00041984,             0.00041984
                    216,                 1.0249,                 1.0257,                 1.4035,                0.55593,                0.68681,                0.69395,                0.48441,                 1.2397,                 1.3665,                 1.7401,             0.00041512,             0.00041512,             0.00041512
                    217,                 1.0155,                 1.0475,                 1.4216,                0.52151,                0.70061,                0.61894,                0.42034,                  1.201,                 1.6415,                  1.708,             0.00041041,             0.00041041,             0.00041041
                    218,                 1.0444,                  1.065,                 1.4008,                0.59286,                0.73001,                 0.7397,                0.51348,                 1.1227,                 1.4527,                 1.6202,             0.00040569,             0.00040569,             0.00040569
                    219,                0.99572,                 1.0474,                 1.3838,                0.64436,                0.78994,                0.76489,                 0.4866,                  1.101,                 1.0593,                   1.54,             0.00040098,             0.00040098,             0.00040098
                    220,                 0.9899,                  1.017,                 1.4039,                0.63541,                0.73138,                0.77322,                0.51429,                 1.0589,                 1.2405,                 1.5686,             0.00039626,             0.00039626,             0.00039626
                    221,                 1.0287,                 1.0899,                 1.3971,                0.64223,                0.68366,                0.72131,                0.46675,                 1.3098,                 1.7172,                 1.7995,             0.00039155,             0.00039155,             0.00039155
                    222,                 0.9518,                 1.0114,                 1.3493,                0.62469,                 0.7678,                0.71888,                0.47359,                 1.1038,                 0.9788,                 1.6115,             0.00038683,             0.00038683,             0.00038683
                    223,                0.94122,                0.96362,                 1.3236,                 0.6883,                 0.8281,                0.85223,                0.54856,                  1.057,                 1.0545,                 1.5817,             0.00038211,             0.00038211,             0.00038211
                    224,                0.96376,                0.99326,                 1.3672,                0.62012,                0.75816,                0.73587,                0.49096,                 1.1918,                0.96784,                 1.6448,              0.0003774,              0.0003774,              0.0003774
                    225,                 1.0085,                0.99295,                 1.3737,                0.74664,                0.58974,                0.75337,                0.53188,                 1.0565,                 1.0801,                 1.5694,             0.00037268,             0.00037268,             0.00037268
                    226,                0.96477,                 1.0181,                 1.3614,                0.75919,                0.54675,                0.73304,                0.52692,                 1.0459,                  1.468,                 1.5869,             0.00036797,             0.00036797,             0.00036797
                    227,                 0.9845,                 1.0089,                 1.3971,                0.73116,                0.64316,                0.77848,                0.54378,                0.96647,                0.95678,                 1.4886,             0.00036325,             0.00036325,             0.00036325
                    228,                0.94958,                0.97689,                 1.3465,                0.59177,                0.66693,                0.66929,                0.47022,                 1.2002,                  1.034,                 1.6931,             0.00035854,             0.00035854,             0.00035854
                    229,                 1.0005,                 1.0432,                 1.3798,                0.65725,                0.66492,                0.68965,                0.48659,                 1.2774,                 1.5612,                 1.7369,             0.00035382,             0.00035382,             0.00035382
                    230,                0.93027,                0.98576,                  1.344,                0.68696,                0.58754,                0.70544,                0.49654,                 1.0911,                 1.2622,                 1.5932,              0.0003491,              0.0003491,              0.0003491
                    231,                0.95758,                0.96621,                 1.3558,                0.60522,                0.83614,                0.80406,                 0.5518,                 1.1627,                 1.0952,                 1.6083,             0.00034439,             0.00034439,             0.00034439
                    232,                0.98807,                 1.0351,                 1.3938,                0.67764,                0.65211,                0.74198,                0.50284,                 1.1429,                  1.006,                 1.6408,             0.00033967,             0.00033967,             0.00033967
                    233,                0.90188,                0.95065,                  1.336,                0.70967,                0.69141,                0.76318,                0.54824,                 1.1054,                0.99924,                 1.6142,             0.00033496,             0.00033496,             0.00033496
                    234,                0.94881,                0.96293,                 1.3396,                0.63657,                0.71245,                0.76391,                0.53753,                 1.1075,                  1.024,                 1.5854,             0.00033024,             0.00033024,             0.00033024
                    235,                0.95218,                0.98716,                 1.3651,                0.73764,                0.67652,                0.78845,                0.54548,                 1.1592,                 1.1064,                 1.6173,             0.00032553,             0.00032553,             0.00032553
                    236,                0.97671,                 1.0241,                 1.3586,                0.59039,                0.71081,                0.73313,                0.47377,                 1.0059,                 1.1141,                 1.5467,             0.00032081,             0.00032081,             0.00032081
                    237,                0.95983,                0.96767,                 1.3619,                0.66619,                0.73398,                0.79001,                0.56167,                 1.0737,                0.92993,                 1.5381,             0.00031609,             0.00031609,             0.00031609
                    238,                0.95618,                0.94007,                 1.3471,                0.69829,                0.76253,                0.83132,                0.57244,                 1.0574,                0.89003,                 1.5174,             0.00031138,             0.00031138,             0.00031138
                    239,                0.94579,                0.95332,                 1.3414,                0.72892,                0.68591,                0.78193,                0.52905,                 1.1477,                 1.0656,                  1.612,             0.00030666,             0.00030666,             0.00030666
                    240,                0.96639,                0.96504,                 1.3465,                0.60964,                0.80952,                 0.7203,                0.52069,                 1.0286,                 1.0333,                 1.5929,             0.00030195,             0.00030195,             0.00030195
                    241,                  0.946,                0.96789,                 1.3476,                0.68669,                0.68866,                0.78389,                  0.565,                 1.0043,                0.93765,                 1.5597,             0.00029723,             0.00029723,             0.00029723
                    242,                0.89277,                0.93128,                 1.3117,                0.69223,                0.77617,                0.83974,                0.58327,                0.96257,                 0.9553,                 1.5172,             0.00029252,             0.00029252,             0.00029252
                    243,                0.96206,                0.94117,                 1.3609,                0.78764,                0.74979,                0.82473,                0.52865,                 1.0518,                0.89339,                 1.5636,              0.0002878,              0.0002878,              0.0002878
                    244,                0.90087,                0.88704,                 1.2808,                0.51442,                0.87633,                0.78018,                0.53739,                 1.1333,                 1.1171,                 1.6517,             0.00028308,             0.00028308,             0.00028308
                    245,                0.95409,                0.90027,                 1.3396,                0.65755,                0.68077,                0.77847,                0.51511,                 1.0954,                 1.1202,                 1.5992,             0.00027837,             0.00027837,             0.00027837
                    246,                0.91984,                0.94687,                 1.3436,                0.72912,                0.71639,                0.78553,                0.55313,                0.99608,                 0.9622,                 1.5381,             0.00027365,             0.00027365,             0.00027365
                    247,                0.95974,                 0.9832,                 1.3678,                0.74457,                0.71474,                0.79693,                0.56752,                  1.049,                0.92453,                 1.5112,             0.00026894,             0.00026894,             0.00026894
                    248,                0.88786,                0.91745,                 1.2947,                0.65554,                0.67726,                0.76886,                0.56713,                 1.0288,                0.88988,                  1.526,             0.00026422,             0.00026422,             0.00026422
                    249,                0.89866,                0.86927,                 1.3017,                0.67048,                0.67505,                0.73936,                0.51378,                  1.095,                 1.2391,                 1.5413,             0.00025951,             0.00025951,             0.00025951
                    250,                0.90531,                0.91648,                 1.3011,                0.65986,                0.73439,                0.77913,                0.53327,                 1.1729,                 1.0686,                 1.6005,             0.00025479,             0.00025479,             0.00025479
                    251,                0.90056,                0.85791,                 1.3123,                  0.747,                0.61259,                0.75084,                0.53292,                 1.1253,                  1.165,                 1.6184,             0.00025007,             0.00025007,             0.00025007
                    252,                0.88839,                0.91143,                 1.2856,                0.77019,                0.77416,                0.87355,                0.57904,                  1.027,                0.89804,                 1.5524,             0.00024536,             0.00024536,             0.00024536
                    253,                0.93998,                0.90197,                 1.3319,                0.68101,                0.71648,                0.76657,                0.50952,                 1.1304,                0.93142,                 1.5755,             0.00024064,             0.00024064,             0.00024064
                    254,                0.90357,                0.92517,                 1.3278,                0.70427,                0.78418,                0.82148,                0.54012,                 1.1192,                 0.9353,                 1.6016,             0.00023593,             0.00023593,             0.00023593
                    255,                0.90381,                0.95972,                 1.3109,                0.78512,                0.71861,                0.82233,                0.54323,                 1.1778,                 1.1942,                 1.6623,             0.00023121,             0.00023121,             0.00023121
                    256,                0.90583,                0.90391,                  1.322,                0.66511,                0.74612,                 0.8115,                0.54853,                 1.0873,                 1.0979,                 1.5841,              0.0002265,              0.0002265,              0.0002265
                    257,                0.86535,                0.82864,                 1.2989,                0.85804,                0.68941,                0.83418,                0.57646,                 1.0188,                0.92817,                 1.5012,             0.00022178,             0.00022178,             0.00022178
                    258,                0.90662,                0.88647,                 1.3263,                0.78086,                0.81377,                0.86757,                0.57478,                 1.0259,                 0.8201,                  1.542,             0.00021707,             0.00021707,             0.00021707
                    259,                0.86533,                 0.8905,                  1.304,                  0.775,                0.75623,                0.85582,                0.58484,                0.99738,                 0.9362,                 1.5382,             0.00021235,             0.00021235,             0.00021235
                    260,                0.85673,                0.84994,                   1.29,                0.75063,                0.75378,                 0.8223,                0.53314,                 0.9967,                0.96756,                 1.5368,             0.00020763,             0.00020763,             0.00020763
                    261,                0.88363,                0.86369,                 1.2997,                0.74509,                0.73822,                0.80136,                0.51728,                  1.123,                 1.0099,                 1.5967,             0.00020292,             0.00020292,             0.00020292
                    262,                0.85868,                0.81386,                 1.2696,                0.83209,                0.76221,                0.87344,                0.55132,                 1.0776,                0.89644,                 1.5576,              0.0001982,              0.0001982,              0.0001982
                    263,                0.87614,                0.88157,                 1.2972,                0.68626,                0.79287,                0.81827,                0.54098,                 0.9813,                 1.1629,                 1.5109,             0.00019349,             0.00019349,             0.00019349
                    264,                0.84706,                0.82216,                 1.2658,                0.65187,                0.76221,                0.79215,                0.54746,                 1.0713,                 1.0692,                 1.5754,             0.00018877,             0.00018877,             0.00018877
                    265,                0.88546,                0.86677,                 1.3232,                0.75175,                 0.8265,                0.87217,                0.56427,                 1.0869,                0.95707,                 1.5898,             0.00018406,             0.00018406,             0.00018406
                    266,                0.84286,                0.83325,                 1.2699,                0.85614,                0.68336,                0.84904,                0.57663,                  1.058,                0.93883,                 1.5402,             0.00017934,             0.00017934,             0.00017934
                    267,                0.84956,                0.85719,                 1.2783,                0.79519,                0.78139,                0.86281,                0.56564,                 1.0295,                0.93136,                 1.5328,             0.00017462,             0.00017462,             0.00017462
                    268,                 0.8298,                0.84987,                 1.2668,                0.71263,                0.83488,                0.89149,                0.55304,                 1.0251,                0.90703,                 1.5067,             0.00016991,             0.00016991,             0.00016991
                    269,                0.81078,                0.81389,                 1.2443,                0.79609,                0.76693,                0.86555,                0.54815,                 1.0459,                0.84808,                 1.5567,             0.00016519,             0.00016519,             0.00016519
                    270,                0.82775,                0.79706,                 1.2682,                0.59602,                0.79897,                0.75392,                0.51887,                 1.0369,                 1.0869,                 1.5639,             0.00016048,             0.00016048,             0.00016048
                    271,                0.82516,                0.80508,                 1.2761,                0.75959,                0.81921,                0.86352,                0.56325,                0.92513,                0.82989,                 1.4852,             0.00015576,             0.00015576,             0.00015576
                    272,                0.87061,                0.82399,                 1.3011,                0.74459,                0.79544,                0.85775,                0.55487,                0.93065,                0.78323,                 1.4693,             0.00015105,             0.00015105,             0.00015105
                    273,                0.82994,                0.77499,                 1.2622,                0.70471,                0.80794,                0.85483,                0.58239,                0.99019,                  1.003,                 1.4863,             0.00014633,             0.00014633,             0.00014633
                    274,                0.84173,                0.81301,                 1.2957,                0.73119,                0.73184,                0.82442,                 0.5761,                 1.0922,                 1.1782,                 1.5549,             0.00014161,             0.00014161,             0.00014161
                    275,                0.80753,                0.80332,                 1.2562,                0.68555,                0.75812,                0.82996,                0.58235,                0.98215,                0.89599,                 1.4934,              0.0001369,              0.0001369,              0.0001369
                    276,                0.83538,                0.77645,                  1.264,                 0.8841,                0.69872,                0.87018,                0.59101,                 0.8744,                0.86089,                 1.4378,             0.00013218,             0.00013218,             0.00013218
                    277,                0.79495,                0.76524,                 1.2409,                0.76426,                0.79609,                0.87923,                0.60476,                 0.9372,                0.92639,                  1.467,             0.00012747,             0.00012747,             0.00012747
                    278,                0.81129,                0.75293,                 1.2329,                0.87302,                0.75659,                0.88527,                0.59458,                0.95594,                0.91792,                 1.4754,             0.00012275,             0.00012275,             0.00012275
                    279,                0.80738,                0.78686,                 1.2446,                0.79413,                0.75214,                0.86616,                0.58054,                0.98007,                0.85964,                 1.4733,             0.00011804,             0.00011804,             0.00011804
                    280,                0.84355,                0.84413,                 1.2821,                0.76817,                0.74793,                0.82289,                0.55902,                0.98624,                0.80111,                 1.4845,             0.00011332,             0.00011332,             0.00011332
                    281,                0.85043,                0.80038,                 1.2925,                0.80233,                0.82808,                0.84437,                0.56136,                 1.0147,                0.79122,                  1.523,              0.0001086,              0.0001086,              0.0001086
                    282,                0.81746,                0.79936,                 1.2695,                0.80194,                0.75533,                0.85743,                0.57051,                0.97168,                0.77508,                 1.4739,             0.00010389,             0.00010389,             0.00010389
                    283,                 0.8224,                0.78348,                 1.2571,                0.71545,                 0.8999,                0.90106,                0.61768,                0.88221,                0.79551,                 1.4098,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.81443,                 0.8246,                 1.2619,                 0.7578,                0.84275,                0.87125,                0.58342,                0.91165,                0.81691,                 1.4253,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.77905,                0.79213,                 1.2358,                0.68108,                0.76195,                0.78905,                0.54997,                0.98039,                0.91462,                 1.4802,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                0.80021,                0.75412,                  1.232,                0.69999,                0.77736,                0.77432,                0.54227,                0.97404,                 0.8527,                 1.4943,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.81183,                0.78573,                 1.2532,                0.76379,                0.82444,                0.83918,                0.54384,                  1.001,                0.89094,                 1.4969,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.80543,                0.73833,                 1.2419,                0.86015,                0.69872,                0.82936,                0.55308,                 1.0483,                0.95176,                 1.5164,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.79113,                0.77126,                 1.2409,                0.86431,                0.72701,                0.85312,                0.56615,                 1.0161,                 0.9272,                 1.5032,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.73118,                0.80399,                 1.2589,                0.81923,                0.76485,                0.85391,                0.57673,                0.98689,                0.88377,                 1.5129,             6.6163e-05,             6.6163e-05,             6.6163e-05
